"annotation_id","annotator","created_at","id","label","lead_time","text","updated_at"
70,"4","2024-11-06T03:39:16.156389Z",15,"[{""start"":365,""end"":369,""text"":""left"",""labels"":[""METAPHOR""]},{""start"":636,""end"":640,""text"":""left"",""labels"":[""METAPHOR""]},{""start"":768,""end"":779,""text"":""turned away"",""labels"":[""METAPHOR""]}]",656.608,"But there have been many female leaders all around the world. I can't believe Americans rejected Hillary because she was a woman. The American author, philosopher and neuroscientist Sam Harris explains in one of his podcasts why he thinks Trump won the election. He blames the result to a large extent on American voters' reaction to, and their repudiation of, the left's analysis of the following issues: black/brown identity politics, concepts such as safe spaces and trigger warnings, new gender pronouns, a political correctness that makes, for example, a furor over 'racist' Halloween costumes, out-of-control immigration, and the left's seeming inability to seriously address the issues of Islamism and Islamist terrorism. Harris's explanation for why Americans turned away from Hillary Clinton makes more sense to me than Ms Henein's does.","2024-11-06T03:39:16.156442Z"
29,"5","2024-10-29T20:23:15.735066Z",15,"[{""start"":20,""end"":24,""text"":""many"",""labels"":[""NOT METAPHOR""]},{""start"":25,""end"":31,""text"":""female"",""labels"":[""NOT METAPHOR""]},{""start"":32,""end"":39,""text"":""leaders"",""labels"":[""NOT METAPHOR""]},{""start"":55,""end"":60,""text"":""world"",""labels"":[""NOT METAPHOR""]},{""start"":62,""end"":63,""text"":""I"",""labels"":[""NOT METAPHOR""]},{""start"":70,""end"":77,""text"":""believe"",""labels"":[""NOT METAPHOR""]},{""start"":78,""end"":87,""text"":""Americans"",""labels"":[""NOT METAPHOR""]},{""start"":88,""end"":96,""text"":""rejected"",""labels"":[""NOT METAPHOR""]},{""start"":97,""end"":104,""text"":""Hillary"",""labels"":[""NOT METAPHOR""]},{""start"":113,""end"":116,""text"":""she"",""labels"":[""NOT METAPHOR""]},{""start"":123,""end"":128,""text"":""woman"",""labels"":[""NOT METAPHOR""]},{""start"":134,""end"":142,""text"":""American"",""labels"":[""NOT METAPHOR""]},{""start"":143,""end"":149,""text"":""author"",""labels"":[""NOT METAPHOR""]},{""start"":151,""end"":162,""text"":""philosopher"",""labels"":[""NOT METAPHOR""]},{""start"":167,""end"":181,""text"":""neuroscientist"",""labels"":[""NOT METAPHOR""]},{""start"":182,""end"":192,""text"":""Sam Harris"",""labels"":[""NOT METAPHOR""]},{""start"":193,""end"":201,""text"":""explains"",""labels"":[""NOT METAPHOR""]},{""start"":205,""end"":208,""text"":""one"",""labels"":[""NOT METAPHOR""]},{""start"":216,""end"":224,""text"":""podcasts"",""labels"":[""NOT METAPHOR""]},{""start"":229,""end"":231,""text"":""he"",""labels"":[""NOT METAPHOR""]},{""start"":232,""end"":238,""text"":""thinks"",""labels"":[""NOT METAPHOR""]},{""start"":239,""end"":244,""text"":""Trump"",""labels"":[""NOT METAPHOR""]},{""start"":245,""end"":248,""text"":""won"",""labels"":[""NOT METAPHOR""]},{""start"":253,""end"":261,""text"":""election"",""labels"":[""NOT METAPHOR""]},{""start"":263,""end"":265,""text"":""He"",""labels"":[""NOT METAPHOR""]},{""start"":266,""end"":272,""text"":""blames"",""labels"":[""NOT METAPHOR""]},{""start"":277,""end"":283,""text"":""result"",""labels"":[""NOT METAPHOR""]},{""start"":295,""end"":301,""text"":""extent"",""labels"":[""NOT METAPHOR""]},{""start"":289,""end"":294,""text"":""large"",""labels"":[""NOT METAPHOR""]},{""start"":305,""end"":313,""text"":""American"",""labels"":[""NOT METAPHOR""]},{""start"":314,""end"":320,""text"":""voters"",""labels"":[""NOT METAPHOR""]},{""start"":322,""end"":330,""text"":""reaction"",""labels"":[""NOT METAPHOR""]},{""start"":372,""end"":380,""text"":""analysis"",""labels"":[""NOT METAPHOR""]},{""start"":388,""end"":397,""text"":""following"",""labels"":[""NOT METAPHOR""]},{""start"":398,""end"":404,""text"":""issues"",""labels"":[""NOT METAPHOR""]},{""start"":365,""end"":371,""text"":""left's"",""labels"":[""METAPHOR""]},{""start"":345,""end"":356,""text"":""repudiation"",""labels"":[""NOT METAPHOR""]},{""start"":406,""end"":417,""text"":""black\/brown"",""labels"":[""NOT METAPHOR""]},{""start"":418,""end"":426,""text"":""identity"",""labels"":[""NOT METAPHOR""]},{""start"":427,""end"":435,""text"":""politics"",""labels"":[""NOT METAPHOR""]},{""start"":437,""end"":445,""text"":""concepts"",""labels"":[""NOT METAPHOR""]},{""start"":454,""end"":465,""text"":""safe spaces"",""labels"":[""METAPHOR""]},{""start"":470,""end"":486,""text"":""trigger warnings"",""labels"":[""METAPHOR""]},{""start"":488,""end"":491,""text"":""new"",""labels"":[""NOT METAPHOR""]},{""start"":492,""end"":498,""text"":""gender"",""labels"":[""NOT METAPHOR""]},{""start"":499,""end"":507,""text"":""pronouns"",""labels"":[""NOT METAPHOR""]},{""start"":511,""end"":532,""text"":""political correctness"",""labels"":[""METAPHOR""]},{""start"":538,""end"":543,""text"":""makes"",""labels"":[""METAPHOR""]},{""start"":560,""end"":565,""text"":""furor"",""labels"":[""NOT METAPHOR""]},{""start"":572,""end"":578,""text"":""racist"",""labels"":[""NOT METAPHOR""]},{""start"":580,""end"":589,""text"":""Halloween"",""labels"":[""NOT METAPHOR""]},{""start"":590,""end"":598,""text"":""costumes"",""labels"":[""NOT METAPHOR""]},{""start"":615,""end"":626,""text"":""immigration"",""labels"":[""NOT METAPHOR""]},{""start"":651,""end"":660,""text"":""inability"",""labels"":[""NOT METAPHOR""]},{""start"":664,""end"":673,""text"":""seriously"",""labels"":[""NOT METAPHOR""]},{""start"":674,""end"":681,""text"":""address"",""labels"":[""NOT METAPHOR""]},{""start"":686,""end"":692,""text"":""issues"",""labels"":[""NOT METAPHOR""]},{""start"":696,""end"":704,""text"":""Islamism"",""labels"":[""NOT METAPHOR""]},{""start"":709,""end"":717,""text"":""Islamist"",""labels"":[""NOT METAPHOR""]},{""start"":718,""end"":727,""text"":""terrorism"",""labels"":[""NOT METAPHOR""]},{""start"":729,""end"":737,""text"":""Harris's"",""labels"":[""NOT METAPHOR""]},{""start"":738,""end"":749,""text"":""explanation"",""labels"":[""NOT METAPHOR""]},{""start"":758,""end"":767,""text"":""Americans"",""labels"":[""NOT METAPHOR""]},{""start"":768,""end"":779,""text"":""turned away"",""labels"":[""METAPHOR""]},{""start"":784,""end"":800,""text"":"" Hillary Clinton"",""labels"":[""NOT METAPHOR""]},{""start"":807,""end"":811,""text"":""more"",""labels"":[""NOT METAPHOR""]},{""start"":812,""end"":817,""text"":""sense"",""labels"":[""NOT METAPHOR""]},{""start"":821,""end"":823,""text"":""me"",""labels"":[""NOT METAPHOR""]},{""start"":829,""end"":839,""text"":""Ms Henein'"",""labels"":[""NOT METAPHOR""]},{""start"":841,""end"":845,""text"":""does"",""labels"":[""NOT METAPHOR""]},{""start"":636,""end"":642,""text"":""left's"",""labels"":[""METAPHOR""]},{""start"":801,""end"":806,""text"":""makes"",""labels"":[""METAPHOR""]}]",1346.388,"But there have been many female leaders all around the world. I can't believe Americans rejected Hillary because she was a woman. The American author, philosopher and neuroscientist Sam Harris explains in one of his podcasts why he thinks Trump won the election. He blames the result to a large extent on American voters' reaction to, and their repudiation of, the left's analysis of the following issues: black/brown identity politics, concepts such as safe spaces and trigger warnings, new gender pronouns, a political correctness that makes, for example, a furor over 'racist' Halloween costumes, out-of-control immigration, and the left's seeming inability to seriously address the issues of Islamism and Islamist terrorism. Harris's explanation for why Americans turned away from Hillary Clinton makes more sense to me than Ms Henein's does.","2024-11-05T20:30:32.344491Z"
42,"4","2024-10-30T14:24:46.977715Z",16,"[{""start"":0,""end"":7,""text"":""Clinton"",""labels"":[""NOT METAPHOR""]},{""start"":8,""end"":12,""text"":""lost"",""labels"":[""NOT METAPHOR""]},{""start"":13,""end"":22,""text"":""certainly"",""labels"":[""NOT METAPHOR""]},{""start"":42,""end"":48,""text"":""gender"",""labels"":[""NOT METAPHOR""]},{""start"":50,""end"":52,""text"":""It"",""labels"":[""NOT METAPHOR""]},{""start"":64,""end"":68,""text"":""only"",""labels"":[""NOT METAPHOR""]},{""start"":69,""end"":75,""text"":""reason"",""labels"":[""NOT METAPHOR""]},{""start"":80,""end"":82,""text"":""it"",""labels"":[""NOT METAPHOR""]},{""start"":87,""end"":92,""text"":""play "",""labels"":[""METAPHOR""]},{""start"":94,""end"":99,""text"":""large"",""labels"":[""NOT METAPHOR""]},{""start"":100,""end"":104,""text"":""role"",""labels"":[""NOT METAPHOR""]},{""start"":117,""end"":124,""text"":""notable"",""labels"":[""NOT METAPHOR""]},{""start"":132,""end"":143,""text"":""significant"",""labels"":[""NOT METAPHOR""]},{""start"":144,""end"":150,""text"":""number"",""labels"":[""NOT METAPHOR""]},{""start"":154,""end"":159,""text"":""women"",""labels"":[""NOT METAPHOR""]},{""start"":175,""end"":181,""text"":""helped"",""labels"":[""NOT METAPHOR""]},{""start"":186,""end"":189,""text"":""win"",""labels"":[""NOT METAPHOR""]},{""start"":190,""end"":195,""text"":""chose"",""labels"":[""NOT METAPHOR""]},{""start"":199,""end"":203,""text"":""vote"",""labels"":[""NOT METAPHOR""]},{""start"":208,""end"":213,""text"":""Trump"",""labels"":[""NOT METAPHOR""]}]",147.544,"Clinton lost certainly in part because of gender. It wasn't the only reason but it did play a large role. It is also notable that a significant number of women who could have helped her win chose to vote for Trump.","2024-11-05T20:29:08.156211Z"
26,"5","2024-10-25T21:00:35.409564Z",16,"[{""start"":0,""end"":7,""text"":""Clinton"",""labels"":[""NOT METAPHOR""]},{""start"":8,""end"":12,""text"":""lost"",""labels"":[""NOT METAPHOR""]},{""start"":13,""end"":22,""text"":""certainly"",""labels"":[""NOT METAPHOR""]},{""start"":42,""end"":48,""text"":""gender"",""labels"":[""NOT METAPHOR""]},{""start"":50,""end"":52,""text"":""It"",""labels"":[""NOT METAPHOR""]},{""start"":69,""end"":75,""text"":""reason"",""labels"":[""NOT METAPHOR""]},{""start"":80,""end"":82,""text"":""it"",""labels"":[""NOT METAPHOR""]},{""start"":94,""end"":99,""text"":""large"",""labels"":[""NOT METAPHOR""]},{""start"":100,""end"":104,""text"":""role"",""labels"":[""NOT METAPHOR""]},{""start"":106,""end"":108,""text"":""It"",""labels"":[""NOT METAPHOR""]},{""start"":117,""end"":124,""text"":""notable"",""labels"":[""NOT METAPHOR""]},{""start"":132,""end"":143,""text"":""significant"",""labels"":[""NOT METAPHOR""]},{""start"":144,""end"":150,""text"":""number"",""labels"":[""NOT METAPHOR""]},{""start"":154,""end"":159,""text"":""women"",""labels"":[""NOT METAPHOR""]},{""start"":175,""end"":181,""text"":""helped"",""labels"":[""NOT METAPHOR""]},{""start"":186,""end"":189,""text"":""win"",""labels"":[""NOT METAPHOR""]},{""start"":190,""end"":195,""text"":""chose"",""labels"":[""NOT METAPHOR""]},{""start"":199,""end"":203,""text"":""vote"",""labels"":[""NOT METAPHOR""]},{""start"":208,""end"":213,""text"":""Trump"",""labels"":[""NOT METAPHOR""]},{""start"":87,""end"":91,""text"":""play"",""labels"":[""MAYBE METAPHOR""]}]",107.393,"Clinton lost certainly in part because of gender. It wasn't the only reason but it did play a large role. It is also notable that a significant number of women who could have helped her win chose to vote for Trump.","2024-10-25T21:00:35.409605Z"
43,"4","2024-10-30T14:37:59.348662Z",17,"[{""start"":0,""end"":7,""text"":""Clinton"",""labels"":[""NOT METAPHOR""]},{""start"":8,""end"":12,""text"":""lost"",""labels"":[""NOT METAPHOR""]},{""start"":34,""end"":39,""text"":""woman"",""labels"":[""NOT METAPHOR""]},{""start"":60,""end"":69,""text"":""perceived"",""labels"":[""NOT METAPHOR""]},{""start"":93,""end"":102,""text"":""candidate"",""labels"":[""NOT METAPHOR""]},{""start"":104,""end"":108,""text"":""This"",""labels"":[""NOT METAPHOR""]},{""start"":116,""end"":121,""text"":""seen "",""labels"":[""NOT METAPHOR""]},{""start"":128,""end"":136,""text"":""attitude"",""labels"":[""NOT METAPHOR""]},{""start"":145,""end"":160,""text"":""nuclear weapons"",""labels"":[""NOT METAPHOR""]},{""start"":169,""end"":177,""text"":""military"",""labels"":[""NOT METAPHOR""]},{""start"":231,""end"":245,""text"":""accountability"",""labels"":[""NOT METAPHOR""]},{""start"":268,""end"":281,""text"":""election time"",""labels"":[""NOT METAPHOR""]},{""start"":287,""end"":291,""text"":""look"",""labels"":[""NOT METAPHOR""]},{""start"":292,""end"":296,""text"":""what"",""labels"":[""NOT METAPHOR""]},{""start"":297,""end"":305,""text"":""happened"",""labels"":[""NOT METAPHOR""]},{""start"":203,""end"":220,""text"":""Corporate America"",""labels"":[""NOT METAPHOR""]},{""start"":189,""end"":199,""text"":""membership"",""labels"":[""NOT METAPHOR""]},{""start"":250,""end"":256,""text"":""elites"",""labels"":[""NOT METAPHOR""]},{""start"":257,""end"":261,""text"":""face"",""labels"":[""NOT METAPHOR""]},{""start"":79,""end"":92,""text"":""establishment"",""labels"":[""METAPHOR""]}]",817.481,"Clinton lost, not because she's a woman but because she was perceived to be an establishment candidate. This can be seen in her attitude towards nuclear weapons and the military and in her membership of Corporate America. The only accountability the elites face is at election time. And look what happened.","2024-11-06T03:40:00.155737Z"
27,"5","2024-10-25T21:03:25.762609Z",17,"[{""start"":0,""end"":7,""text"":""Clinton"",""labels"":[""NOT METAPHOR""]},{""start"":8,""end"":12,""text"":""lost"",""labels"":[""NOT METAPHOR""]},{""start"":26,""end"":31,""text"":""she's"",""labels"":[""NOT METAPHOR""]},{""start"":34,""end"":39,""text"":""woman"",""labels"":[""NOT METAPHOR""]},{""start"":52,""end"":55,""text"":""she"",""labels"":[""NOT METAPHOR""]},{""start"":60,""end"":69,""text"":""perceived"",""labels"":[""NOT METAPHOR""]},{""start"":56,""end"":59,""text"":""was"",""labels"":[""NOT METAPHOR""]},{""start"":93,""end"":102,""text"":""candidate"",""labels"":[""NOT METAPHOR""]},{""start"":79,""end"":92,""text"":""establishment"",""labels"":[""NOT METAPHOR""]},{""start"":116,""end"":120,""text"":""seen"",""labels"":[""NOT METAPHOR""]},{""start"":128,""end"":136,""text"":""attitude"",""labels"":[""NOT METAPHOR""]},{""start"":145,""end"":160,""text"":""nuclear weapons"",""labels"":[""NOT METAPHOR""]},{""start"":169,""end"":177,""text"":""military"",""labels"":[""NOT METAPHOR""]},{""start"":189,""end"":199,""text"":""membership"",""labels"":[""NOT METAPHOR""]},{""start"":213,""end"":220,""text"":""America"",""labels"":[""NOT METAPHOR""]},{""start"":203,""end"":212,""text"":""Corporate"",""labels"":[""NOT METAPHOR""]},{""start"":231,""end"":245,""text"":""accountability"",""labels"":[""NOT METAPHOR""]},{""start"":250,""end"":256,""text"":""elites"",""labels"":[""NOT METAPHOR""]},{""start"":257,""end"":261,""text"":""face"",""labels"":[""NOT METAPHOR""]},{""start"":268,""end"":276,""text"":""election"",""labels"":[""NOT METAPHOR""]},{""start"":287,""end"":291,""text"":""look"",""labels"":[""NOT METAPHOR""]},{""start"":292,""end"":305,""text"":""what happened"",""labels"":[""NOT METAPHOR""]},{""start"":277,""end"":281,""text"":""time"",""labels"":[""NOT METAPHOR""]}]",168.40800000000002,"Clinton lost, not because she's a woman but because she was perceived to be an establishment candidate. This can be seen in her attitude towards nuclear weapons and the military and in her membership of Corporate America. The only accountability the elites face is at election time. And look what happened.","2024-11-05T20:27:18.357255Z"
46,"4","2024-10-30T19:34:39.670645Z",18,"[{""start"":0,""end"":5,""text"":""Could"",""labels"":[""NOT METAPHOR""]},{""start"":15,""end"":21,""text"":""please"",""labels"":[""NOT METAPHOR""]},{""start"":46,""end"":56,""text"":""corruption"",""labels"":[""NOT METAPHOR""]},{""start"":61,""end"":66,""text"":""lying"",""labels"":[""NOT METAPHOR""]},{""start"":75,""end"":79,""text"":""good"",""labels"":[""NOT METAPHOR""]},{""start"":80,""end"":89,""text"":""qualities"",""labels"":[""NOT METAPHOR""]},{""start"":98,""end"":104,""text"":""leader"",""labels"":[""NOT METAPHOR""]},{""start"":106,""end"":110,""text"":""man "",""labels"":[""NOT METAPHOR""]},{""start"":113,""end"":118,""text"":""woman"",""labels"":[""NOT METAPHOR""]},{""start"":125,""end"":130,""text"":""women"",""labels"":[""NOT METAPHOR""]},{""start"":142,""end"":147,""text"":""world"",""labels"":[""NOT METAPHOR""]},{""start"":153,""end"":163,""text"":""leadership"",""labels"":[""NOT METAPHOR""]},{""start"":164,""end"":173,""text"":""positions"",""labels"":[""NOT METAPHOR""]},{""start"":233,""end"":239,""text"":""victim"",""labels"":[""NOT METAPHOR""]},{""start"":247,""end"":256,""text"":""something"",""labels"":[""NOT METAPHOR""]},{""start"":32,""end"":40,""text"":""daughter"",""labels"":[""NOT METAPHOR""]},{""start"":268,""end"":273,""text"":""teach"",""labels"":[""NOT METAPHOR""]},{""start"":278,""end"":287,""text"":""daughters"",""labels"":[""NOT METAPHOR""]},{""start"":187,""end"":193,""text"":""gender"",""labels"":[""NOT METAPHOR""]},{""start"":194,""end"":198,""text"":""card"",""labels"":[""METAPHOR""]},{""start"":209,""end"":216,""text"":""cop out"",""labels"":[""METAPHOR""]},{""start"":175,""end"":182,""text"":""Playing"",""labels"":[""METAPHOR""]},{""start"":221,""end"":228,""text"":""playing"",""labels"":[""METAPHOR""]}]",11998.307,"Could you also please tell your daughter that corruption and lying are not good qualities for any leader, man or woman? Many women around the world have leadership positions. Playing the gender card here is a cop out and playing the victim is not something we want to teach our daughters.","2024-11-06T03:40:44.192363Z"
30,"5","2024-10-29T20:29:54.970855Z",18,"[{""start"":209,""end"":216,""text"":""cop out"",""labels"":[""NOT METAPHOR""]},{""start"":15,""end"":21,""text"":""please"",""labels"":[""NOT METAPHOR""]},{""start"":22,""end"":26,""text"":""tell"",""labels"":[""NOT METAPHOR""]},{""start"":32,""end"":40,""text"":""daughter"",""labels"":[""NOT METAPHOR""]},{""start"":46,""end"":56,""text"":""corruption"",""labels"":[""NOT METAPHOR""]},{""start"":61,""end"":66,""text"":""lying"",""labels"":[""NOT METAPHOR""]},{""start"":75,""end"":79,""text"":""good"",""labels"":[""NOT METAPHOR""]},{""start"":80,""end"":89,""text"":""qualities"",""labels"":[""NOT METAPHOR""]},{""start"":98,""end"":104,""text"":""leader"",""labels"":[""NOT METAPHOR""]},{""start"":106,""end"":109,""text"":""man"",""labels"":[""NOT METAPHOR""]},{""start"":94,""end"":97,""text"":""any"",""labels"":[""NOT METAPHOR""]},{""start"":113,""end"":118,""text"":""woman"",""labels"":[""NOT METAPHOR""]},{""start"":120,""end"":124,""text"":""Many"",""labels"":[""NOT METAPHOR""]},{""start"":125,""end"":130,""text"":""women"",""labels"":[""NOT METAPHOR""]},{""start"":153,""end"":163,""text"":""leadership"",""labels"":[""NOT METAPHOR""]},{""start"":142,""end"":147,""text"":""world"",""labels"":[""NOT METAPHOR""]},{""start"":164,""end"":173,""text"":""positions"",""labels"":[""NOT METAPHOR""]},{""start"":175,""end"":182,""text"":""Playing"",""labels"":[""METAPHOR""]},{""start"":194,""end"":198,""text"":""card"",""labels"":[""METAPHOR""]},{""start"":187,""end"":193,""text"":""gender"",""labels"":[""NOT METAPHOR""]},{""start"":221,""end"":228,""text"":""playing"",""labels"":[""METAPHOR""]},{""start"":233,""end"":239,""text"":""victim"",""labels"":[""NOT METAPHOR""]},{""start"":247,""end"":256,""text"":""something"",""labels"":[""NOT METAPHOR""]},{""start"":260,""end"":264,""text"":""want"",""labels"":[""NOT METAPHOR""]},{""start"":268,""end"":273,""text"":""teach"",""labels"":[""NOT METAPHOR""]},{""start"":278,""end"":287,""text"":""daughters"",""labels"":[""NOT METAPHOR""]}]",414.925,"Could you also please tell your daughter that corruption and lying are not good qualities for any leader, man or woman? Many women around the world have leadership positions. Playing the gender card here is a cop out and playing the victim is not something we want to teach our daughters.","2024-11-05T20:27:01.978564Z"
47,"4","2024-10-30T19:37:50.873760Z",19,"[{""start"":0,""end"":6,""text"":""Craven"",""labels"":[""NOT METAPHOR""]},{""start"":7,""end"":18,""text"":""desperation"",""labels"":[""NOT METAPHOR""]},{""start"":19,""end"":25,""text"":""exudes"",""labels"":[""NOT METAPHOR""]},{""start"":29,""end"":39,""text"":""unpleasant"",""labels"":[""NOT METAPHOR""]},{""start"":107,""end"":114,""text"":""Clinton"",""labels"":[""NOT METAPHOR""]},{""start"":158,""end"":164,""text"":""People"",""labels"":[""NOT METAPHOR""]},{""start"":165,""end"":172,""text"":""noticed"",""labels"":[""NOT METAPHOR""]},{""start"":51,""end"":57,""text"":""repels"",""labels"":[""NOT METAPHOR""]},{""start"":63,""end"":69,""text"":""people"",""labels"":[""NOT METAPHOR""]},{""start"":40,""end"":45,""text"":""odour"",""labels"":[""METAPHOR""]},{""start"":77,""end"":83,""text"":""wanted"",""labels"":[""NOT METAPHOR""]},{""start"":71,""end"":76,""text"":""Trump"",""labels"":[""NOT METAPHOR""]},{""start"":98,""end"":102,""text"":""need"",""labels"":[""NOT METAPHOR""]},{""start"":126,""end"":137,""text"":""sociopathic"",""labels"":[""NOT METAPHOR""]},{""start"":145,""end"":149,""text"":""lust"",""labels"":[""MAYBE METAPHOR""]}]",178.625,"Craven desperation exudes an unpleasant odour that repels many people. Trump wanted it but didn't need it. Clinton was almost sociopathic in her lust for it. People noticed.","2024-10-30T19:37:50.873794Z"
31,"5","2024-10-29T20:33:57.793970Z",19,"[{""start"":19,""end"":25,""text"":""exudes"",""labels"":[""NOT METAPHOR""]},{""start"":29,""end"":39,""text"":""unpleasant"",""labels"":[""NOT METAPHOR""]},{""start"":40,""end"":45,""text"":""odour"",""labels"":[""METAPHOR""]},{""start"":58,""end"":62,""text"":""many"",""labels"":[""NOT METAPHOR""]},{""start"":63,""end"":69,""text"":""people"",""labels"":[""NOT METAPHOR""]},{""start"":71,""end"":76,""text"":""Trump"",""labels"":[""NOT METAPHOR""]},{""start"":77,""end"":83,""text"":""wanted"",""labels"":[""NOT METAPHOR""]},{""start"":107,""end"":114,""text"":""Clinton"",""labels"":[""NOT METAPHOR""]},{""start"":119,""end"":125,""text"":""almost"",""labels"":[""NOT METAPHOR""]},{""start"":126,""end"":137,""text"":""sociopathic"",""labels"":[""NOT METAPHOR""]},{""start"":158,""end"":164,""text"":""People"",""labels"":[""NOT METAPHOR""]},{""start"":165,""end"":172,""text"":""noticed"",""labels"":[""NOT METAPHOR""]},{""start"":145,""end"":149,""text"":""lust"",""labels"":[""METAPHOR""]},{""start"":0,""end"":6,""text"":""Craven"",""labels"":[""NOT METAPHOR""]},{""start"":7,""end"":18,""text"":""desperation"",""labels"":[""NOT METAPHOR""]},{""start"":51,""end"":57,""text"":""repels"",""labels"":[""METAPHOR""]}]",261.965,"Craven desperation exudes an unpleasant odour that repels many people. Trump wanted it but didn't need it. Clinton was almost sociopathic in her lust for it. People noticed.","2024-11-05T20:26:38.122693Z"
48,"4","2024-10-30T19:44:42.667066Z",20,"[{""start"":439,""end"":450,""text"":""blue-collar"",""labels"":[""MAYBE METAPHOR""]},{""start"":0,""end"":4,""text"":""Dear"",""labels"":[""NOT METAPHOR""]},{""start"":5,""end"":10,""text"":""Marie"",""labels"":[""NOT METAPHOR""]},{""start"":22,""end"":29,""text"":""Hillary"",""labels"":[""NOT METAPHOR""]},{""start"":30,""end"":39,""text"":""performed"",""labels"":[""NOT METAPHOR""]},{""start"":40,""end"":48,""text"":""modestly"",""labels"":[""NOT METAPHOR""]},{""start"":55,""end"":60,""text"":""women"",""labels"":[""NOT METAPHOR""]},{""start"":66,""end"":72,""text"":""poorly"",""labels"":[""NOT METAPHOR""]},{""start"":79,""end"":84,""text"":""white"",""labels"":[""NOT METAPHOR""]},{""start"":85,""end"":90,""text"":""women"",""labels"":[""NOT METAPHOR""]},{""start"":134,""end"":141,""text"":""Hillary"",""labels"":[""NOT METAPHOR""]},{""start"":142,""end"":146,""text"":""lost"",""labels"":[""NOT METAPHOR""]},{""start"":165,""end"":168,""text"":""bad"",""labels"":[""NOT METAPHOR""]},{""start"":169,""end"":178,""text"":""candidate"",""labels"":[""NOT METAPHOR""]},{""start"":188,""end"":193,""text"":""wrong"",""labels"":[""NOT METAPHOR""]},{""start"":194,""end"":203,""text"":""candidate"",""labels"":[""NOT METAPHOR""]},{""start"":224,""end"":230,""text"":""voters"",""labels"":[""NOT METAPHOR""]},{""start"":260,""end"":263,""text"":""new"",""labels"":[""NOT METAPHOR""]},{""start"":268,""end"":276,""text"":""exciting"",""labels"":[""NOT METAPHOR""]},{""start"":250,""end"":259,""text"":""something"",""labels"":[""NOT METAPHOR""]},{""start"":289,""end"":295,""text"":""change"",""labels"":[""NOT METAPHOR""]},{""start"":306,""end"":313,""text"":""nothing"",""labels"":[""NOT METAPHOR""]},{""start"":325,""end"":331,""text"":""gender"",""labels"":[""NOT METAPHOR""]},{""start"":282,""end"":289,""text"":""wanted "",""labels"":[""NOT METAPHOR""]},{""start"":345,""end"":349,""text"":""half"",""labels"":[""NOT METAPHOR""]},{""start"":353,""end"":358,""text"":""Trump"",""labels"":[""NOT METAPHOR""]},{""start"":359,""end"":369,""text"":""supporters"",""labels"":[""NOT METAPHOR""]},{""start"":383,""end"":394,""text"":""deplorables"",""labels"":[""NOT METAPHOR""]},{""start"":429,""end"":434,""text"":""rural"",""labels"":[""NOT METAPHOR""]},{""start"":451,""end"":457,""text"":""voters"",""labels"":[""NOT METAPHOR""]},{""start"":483,""end"":488,""text"":""Trump"",""labels"":[""NOT METAPHOR""]},{""start"":492,""end"":499,""text"":""victory"",""labels"":[""NOT METAPHOR""]},{""start"":507,""end"":518,""text"":""disastrous "",""labels"":[""NOT METAPHOR""]},{""start"":518,""end"":525,""text"":""mistake"",""labels"":[""NOT METAPHOR""]},{""start"":401,""end"":412,""text"":""effectively"",""labels"":[""NOT METAPHOR""]},{""start"":462,""end"":472,""text"":""ultimately"",""labels"":[""NOT METAPHOR""]},{""start"":122,""end"":132,""text"":""sisterhood"",""labels"":[""NOT METAPHOR""]},{""start"":212,""end"":217,""text"":""times"",""labels"":[""NOT METAPHOR""]},{""start"":236,""end"":245,""text"":""thirsting"",""labels"":[""METAPHOR""]},{""start"":413,""end"":424,""text"":""writing off"",""labels"":[""METAPHOR""]},{""start"":337,""end"":344,""text"":""calling"",""labels"":[""NOT METAPHOR""]},{""start"":373,""end"":379,""text"":""basket"",""labels"":[""METAPHOR""]}]",377.869,"Dear Marie, just fyi, Hillary performed modestly among women, and poorly among white women in particular. So much for the sisterhood. Hillary lost because she was a bad candidate, and the wrong candidate for the times, when voters were thirsting for something new and exciting, and wanted change. This had nothing to do with gender. And calling half of Trump supporters a 'basket of deplorables', and effectively writing off the rural and blue-collar voters who ultimately propelled Trump to victory, was a disastrous mistake.","2024-10-30T19:44:42.667107Z"
